REGION,CERCLE,ARRONDISSSEMENT,COMMUNE,VILLAGE,LAT,LONG
SEGOU,SEGOU,KATIENA,KATIENA,OUYANGANA,13.47330,-5.50900
SEGOU,SEGOU,KATIENA,KATIENA,SAKARALA,13.24175,-5.64659
SEGOU,SEGOU,KATIENA,KATIENA,TOGOBA,13.29245,-5.54863
SEGOU,SEGOU,KATIENA,KATIENA,WELINDIGUILA,13.33875,-5.45877
SEGOU,SAN,KIMPARANA,KAVA,KAMPOGOSSO KAFONO,12.90118,-4.96001
SEGOU,SAN,KIMPARANA,KAVA,KAMPOGOSSO KAGOUA,12.90397,-4.96103
SEGOU,SAN,KIMPARANA,KAVA,KAMPOGOSSO PEULH,12.90613,-4.97741
SEGOU,SAN,KIMPARANA,KAVA,KAMPOGOSSO ZIEKAN,12.90914,-4.96466
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA DIAFOUGALA,12.82559,-4.92948
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA FOUGAYE,12.85062,-4.89230
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA HERMAKONO,12.85284,-4.92844
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA KATIEKAN,12.85998,-4.89271
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA KORONOSSO,12.85076,-4.89544
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA NOUMOUSSOKALA,12.85999,-4.89115
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA TITINGNE,12.85633,-4.89823
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA-KANOUALA,12.86882,-4.90894
SEGOU,SAN,KIMPARANA,KAVA,KIMPARANA-NGINTOSSO,12.85735,-4.89098
SEGOU,SAN,KIMPARANA,KAVA,KOLOKANI,12.90652,-4.96268
SEGOU,SAN,KIMPARANA,KAVA,SOLOSSO,12.93968,-4.97797
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA KALEGUE,12.82269,-4.86584
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA KAYELE,12.78771,-4.87419
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA NONOSSO,12.78493,-4.83175
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA NPONGA,12.80641,-4.86605
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA ZANYEKAN,12.79231,-4.89664
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA-KAFEGUE,12.79297,-4.87704
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA-KAGOUA,12.78863,-4.87887
SEGOU,SAN,KIMPARANA,KAVA,TIEDIANA-KANOUALA,12.78873,-4.87695
SEGOU,BLA,YANGASSO,KAZANGASSO,BE,13.15129,-5.49918
SEGOU,BLA,YANGASSO,KAZANGASSO,KAZANGASSO,13.05677,-5.56091
SEGOU,BLA,YANGASSO,KAZANGASSO,KENIESSO,13.05198,-5.59244
SEGOU,BLA,YANGASSO,KAZANGASSO,SANGOULA-BAMBARA,13.06989,-5.58231
SEGOU,BLA,YANGASSO,KAZANGASSO,SANGOULA-MARKA,13.07348,-5.57359
SEGOU,BLA,YANGASSO,KAZANGASSO,WASSASSO,13.09283,-5.54083
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,BAFAGA,11.36840,-7.07866
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,BANKOUMANA,11.15849,-7.16620
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,BELA,11.13598,-7.06476
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,BOHI,11.33397,-7.08241
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,BOUGOULA,11.25446,-7.09288
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,DIAKA,11.17259,-7.12392
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,DIALAKORO -YOROBABOUGOU,11.35392,-6.95713
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,DIALAKOROBA,11.35670,-6.95991
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,DIALAKORONI,11.12215,-7.11375
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,DIALANINKORO,11.28798,-7.09705
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,DIOMANA,11.26878,-6.93059
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,FALANIN,11.32051,-7.09180
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,GOUARA,11.24144,-6.94468
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,KEBILA,11.29250,-7.04304
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,KOKOUNA,11.39049,-7.02686
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,KONA,11.10369,-7.09821
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,KOROBALA,11.31801,-6.94375
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,KORONI,11.15212,-7.02829
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,MANTAKALA,11.20910,-7.02544
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,MASSALA,11.23956,-6.96664
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,MISSALA,11.23356,-6.95729
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,NGOLA,11.17010,-7.05913
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,NGUEREFINA,11.27324,-7.10763
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,NTIOBALA,11.12133,-7.13228
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,SAMBA,11.30105,-7.03197
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,SEKANA,11.28476,-6.88255
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,TOULOMADIO,11.24132,-7.11659
SIKASSO,KOLONDIEBA,KEBILA,KEBILA,TOUNTOURALA,11.22609,-7.06029
SIKASSO,BOUGOUNI,KELEYA,KELEYA,BASSA,11.90043,-7.74651
SIKASSO,BOUGOUNI,KELEYA,KELEYA,BIKO,11.90798,-7.62517
SIKASSO,BOUGOUNI,KELEYA,KELEYA,BOKORO,11.84151,-7.64640
SIKASSO,BOUGOUNI,KELEYA,KELEYA,DANI,11.73803,-7.74114
SIKASSO,BOUGOUNI,KELEYA,KELEYA,DIALA,11.77676,-7.79033
SIKASSO,BOUGOUNI,KELEYA,KELEYA,DIALAKORO,11.80254,-7.84201
SIKASSO,BOUGOUNI,KELEYA,KELEYA,DONSELA,11.83862,-7.83109
SIKASSO,BOUGOUNI,KELEYA,KELEYA,FOLONA,11.88825,-7.72654
SIKASSO,BOUGOUNI,KELEYA,KELEYA,GANALE,11.92181,-7.66635
SIKASSO,BOUGOUNI,KELEYA,KELEYA,KELEYA,11.84246,-7.78049
SIKASSO,BOUGOUNI,KELEYA,KELEYA,KOLONDA,11.80149,-7.69385
SIKASSO,BOUGOUNI,KELEYA,KELEYA,MAKANA,11.68451,-7.75772
SIKASSO,BOUGOUNI,KELEYA,KELEYA,NTENA,11.80381,-7.81101
SIKASSO,BOUGOUNI,KELEYA,KELEYA,OURE,11.88812,-7.70705
SIKASSO,BOUGOUNI,KELEYA,KELEYA,SAGALA,11.66840,-7.72815
SIKASSO,BOUGOUNI,KELEYA,KELEYA,SEMANA,11.85326,-7.75973
SIKASSO,BOUGOUNI,KELEYA,KELEYA,SOULOUBA,11.79174,-7.74708
SIKASSO,BOUGOUNI,KELEYA,KELEYA,SYEBOUGOU,11.83365,-7.71592
SIKASSO,BOUGOUNI,KELEYA,KELEYA,TIEROU,11.64124,-7.79954
SIKASSO,BOUGOUNI,KELEYA,KELEYA,TIESSANA,11.80091,-7.66385
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,AMBIDEDI,14.58435,-11.74149
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,DIAKANDADE-VILLAGE,14.54256,-11.62658
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,DIAKANDAPE-PLANTATION,14.53945,-11.61871
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,DRAMANE,14.63288,-11.91619
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,GOUELE,14.40359,-11.85877
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,MAGALAKARE,14.62650,-11.93479
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,MAKANA OU MAKADOUGOU,14.64208,-11.91183
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,NAYELA,14.62882,-11.93491
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,SOMANKIDI ET GUEMOU,14.54256,-11.62285
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,SONKONIOU SONGONE,14.61768,-11.86166
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,TAMBOUKANE,14.54807,-11.66677
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,TOUBABOUNKANE,14.65285,-11.92647
KAYES,KAYES,AMBIDEDI,KEMENE TAMBO,WALINEKANE,14.58894,-11.67834
SEGOU,BLA,BLA,KEMENI,KAMPOLOSSO 2,12.95230,-5.44284
SEGOU,BLA,BLA,KEMENI,KANOUALA,12.95396,-5.51190
SEGOU,BLA,BLA,KEMENI,KEMENI,12.98756,-5.54971
SEGOU,BLA,BLA,KEMENI,N'TIESSO 2,12.95070,-5.37577
SEGOU,BLA,BLA,KEMENI,NIAKINESSO,12.95475,-5.54615
SEGOU,BLA,BLA,KEMENI,PEKANA 1,12.95173,-5.37741
SEGOU,BLA,BLA,KEMENI,SOGUE,12.97481,-5.56061
MOPTI,BANDIAGARA,KENDIE,KENDE,DANTIANDE,14.72295,-3.36362
MOPTI,BANDIAGARA,KENDIE,KENDE,ENGRE,14.73916,-3.44055
MOPTI,BANDIAGARA,KENDIE,KENDE,KENDE,14.66956,-3.49973
MOPTI,BANDIAGARA,KENDIE,KENDE,KENDE,14.66956,-3.49973
MOPTI,BANDIAGARA,KENDIE,KENDE,TIOL,14.75465,-3.44239
MOPTI,BANDIAGARA,KENDIE,KENDIE,AINA,14.81722,-3.54262
MOPTI,BANDIAGARA,KENDIE,KENDIE,AMBA,14.79066,-3.53357
MOPTI,BANDIAGARA,KENDIE,KENDIE,AMGA,14.72616,-3.56206
MOPTI,BANDIAGARA,KENDIE,KENDIE,AMGA,14.72616,-3.56206
MOPTI,BANDIAGARA,KENDIE,KENDIE,BANGUEL-TOUPE,14.65759,-3.64143
MOPTI,BANDIAGARA,KENDIE,KENDIE,BIRI,14.76991,-3.59651
MOPTI,BANDIAGARA,KENDIE,KENDIE,DANY,14.49281,-3.57800
MOPTI,BANDIAGARA,KENDIE,KENDIE,DASSI,14.61819,-3.49070
MOPTI,BANDIAGARA,KENDIE,KENDIE,DEDJI,14.81400,-3.59085
MOPTI,BANDIAGARA,KENDIE,KENDIE,DEDJI,14.81400,-3.59085
MOPTI,BANDIAGARA,KENDIE,KENDIE,DIAMANGOLO,14.62501,-3.69867
MOPTI,BANDIAGARA,KENDIE,KENDIE,DIANGO,14.65698,-3.41517
MOPTI,BANDIAGARA,KENDIE,KENDIE,DIEYE,14.62236,-3.45767
MOPTI,BANDIAGARA,KENDIE,KENDIE,DONGOSSORI,14.63396,-3.47327
MOPTI,BANDIAGARA,KENDIE,KENDIE,DOUNALY,14.65062,-3.52499
MOPTI,BANDIAGARA,KENDIE,KENDIE,DOURA,14.57117,-3.58150
MOPTI,BANDIAGARA,KENDIE,KENDIE,ENDEGUEM,14.64202,-3.45951
MOPTI,BANDIAGARA,KENDIE,KENDIE,ENDEGUEM,14.64202,-3.45951
MOPTI,BANDIAGARA,KENDIE,KENDIE,GASSI,14.68561,-3.61071
MOPTI,BANDIAGARA,KENDIE,KENDIE,GASSI,14.68561,-3.61071
MOPTI,BANDIAGARA,KENDIE,KENDIE,IRGUILI,14.65210,-3.59695
MOPTI,BANDIAGARA,KENDIE,KENDIE,KENDIE,14.70307,-3.40732
MOPTI,BANDIAGARA,KENDIE,KENDIE,KENTABA-DO,14.60737,-3.49916
MOPTI,BANDIAGARA,KENDIE,KENDIE,KENTABA-LEYE,14.60553,-3.49834
MOPTI,BANDIAGARA,KENDIE,KENDIE,KENTABA-LEYE,14.60553,-3.49834
MOPTI,BANDIAGARA,KENDIE,KENDIE,KOUNDIALA,14.52882,-3.56864
MOPTI,BANDIAGARA,KENDIE,KENDIE,KOUNDIALA,14.52882,-3.56864
MOPTI,BANDIAGARA,KENDIE,KENDIE,KOUTOUMEL,14.88816,-3.49535
MOPTI,BANDIAGARA,KENDIE,KENDIE,MADINA,14.70362,-3.61506
MOPTI,BANDIAGARA,KENDIE,KENDIE,MINGO,14.84009,-3.62678
MOPTI,BANDIAGARA,KENDIE,KENDIE,NOMBO,14.75169,-3.49865
MOPTI,BANDIAGARA,KENDIE,KENDIE,OGOBO,14.60395,-3.47985
MOPTI,BANDIAGARA,KENDIE,KENDIE,PELLENI,14.62294,-3.54817
MOPTI,BANDIAGARA,KENDIE,KENDIE,POULY,14.87638,-3.51484
MOPTI,BANDIAGARA,KENDIE,KENDIE,SEGO,14.84085,-3.49892
MOPTI,BANDIAGARA,KENDIE,KENDIE,SOGODOUGOU,14.62635,-3.52397
MOPTI,BANDIAGARA,KENDIE,KENDIE,SOGODOUGOU,14.62635,-3.52397
MOPTI,BANDIAGARA,KENDIE,KENDIE,SOMME-SOSSONGO,14.74050,-3.62611
MOPTI,BANDIAGARA,KENDIE,KENDIE,SOMME-TIM-TAM,14.73410,-3.62563
MOPTI,BANDIAGARA,KENDIE,KENDIE,SOMOLI,14.60818,-3.54768
MOPTI,BANDIAGARA,KENDIE,KENDIE,TANGA,14.83151,-3.63411
MOPTI,BANDIAGARA,KENDIE,KENDIE,TAPOU,14.82092,-3.56673
MOPTI,BANDIAGARA,KENDIE,KENDIE,TIANGALI-SARE,14.85015,-3.50831
KAYES,KENIEBA,KENIEBA,KENIEBA,BASSYA,12.78843,-11.15891
KAYES,KENIEBA,KENIEBA,KENIEBA,COUNDJI-KENIETO,12.80802,-11.14778
KAYES,KENIEBA,KENIEBA,KENIEBA,DJOULAFOUNDOUNI,12.71667,-11.38333
KAYES,KENIEBA,KENIEBA,KENIEBA,DOULAFOUNDOUNI,12.90581,-11.19359
KAYES,KENIEBA,KENIEBA,KENIEBA,FADOUGOU,12.55116,-11.36159
KAYES,KENIEBA,KENIEBA,KENIEBA,FEKOLA (F105),12.48333,-11.35000
KAYES,KENIEBA,KENIEBA,KENIEBA,GATO,12.91865,-11.14362
KAYES,KENIEBA,KENIEBA,KENIEBA,GOLEA,12.84190,-11.16504
KAYES,KENIEBA,KENIEBA,KENIEBA,GUEDO,12.84063,-11.19588
KAYES,KENIEBA,KENIEBA,KENIEBA,KENIEDINTO,12.85865,-11.19856
KAYES,KENIEBA,KENIEBA,KENIEBA,KINIEBA,12.85845,-11.22666
KAYES,KENIEBA,KENIEBA,KENIEBA,KOLOMBA 2,12.71975,-11.16289
KAYES,KENIEBA,KENIEBA,KENIEBA,KOUNDA-MAHINA,12.91988,-11.34064
KAYES,KENIEBA,KENIEBA,KENIEBA,KOUTILA,12.92372,-11.21601
KAYES,KENIEBA,KENIEBA,KENIEBA,LINGUEKOTO 2,12.77205,-11.19943
KAYES,KENIEBA,KENIEBA,KENIEBA,MADINA-COURA,12.70000,-11.36667
KAYES,KENIEBA,KENIEBA,KENIEBA,MADINADING,12.58601,-11.37621
KAYES,KENIEBA,KENIEBA,KENIEBA,MANAKOTO,12.72117,-11.36606
KAYES,KENIEBA,KENIEBA,KENIEBA,MOGOYAPARA,12.81870,-11.18118
KAYES,KENIEBA,KENIEBA,KENIEBA,MOUSSALA,12.53690,-11.29232
KAYES,KENIEBA,KENIEBA,KENIEBA,NARENA,12.87298,-11.17496
KAYES,KENIEBA,KENIEBA,KENIEBA,SANOUKOU,12.82385,-11.27738
KAYES,KENIEBA,KENIEBA,KENIEBA,SANSATO,12.88418,-11.22504
KAYES,KENIEBA,KENIEBA,KENIEBA,SANSATO,12.88257,-11.21928
KAYES,KENIEBA,KENIEBA,KENIEBA,SATADOUGOU,12.62326,-11.41471
KAYES,KENIEBA,KENIEBA,KENIEBA,SATADOUGOU-TINTIBA,12.61667,-11.41667
KAYES,KENIEBA,KENIEBA,KENIEBA,SELLOU,12.75083,-11.31363
KAYES,KENIEBA,KENIEBA,KENIEBA,SELY,12.75000,-11.33333
KAYES,KENIEBA,KENIEBA,KENIEBA,SITAKOTO-DENDERA,12.85371,-11.14636
KAYES,KENIEBA,KENIEBA,KENIEBA,TINKABANE,12.70663,-11.35779
MOPTI,DOUENTZA,DOUENTZA,KERENA,DOUMA,14.92463,-2.84614
MOPTI,DOUENTZA,DOUENTZA,KERENA,KERENA,15.04169,-2.67630
MOPTI,DOUENTZA,DOUENTZA,KERENA,TEBI-MOUNDE ET TEBIDAOUDIE,15.01890,-2.70968
MOPTI,DJENNE,KOUAKOUROU,KEWA,DIETENGA,14.15656,-4.71647
MOPTI,DJENNE,KOUAKOUROU,KEWA,DIOUGANI,14.22401,-4.72645
MOPTI,DJENNE,KOUAKOUROU,KEWA,KOA,14.22511,-4.74576
MOPTI,DJENNE,KOUAKOUROU,KEWA,KONOTA,13.97235,-4.72389
MOPTI,DJENNE,KOUAKOUROU,KEWA,KOUAKOUROU,14.21760,-4.49771
MOPTI,DJENNE,KOUAKOUROU,KEWA,KOULENZE,14.23432,-4.61172
MOPTI,DJENNE,KOUAKOUROU,KEWA,MANGHA-BAMBARA,14.15507,-4.49602
MOPTI,DJENNE,KOUAKOUROU,KEWA,MANGHA-PEULH,14.15764,-4.49450
MOPTI,DJENNE,KOUAKOUROU,KEWA,MEOU-NANTINORE,14.14224,-4.46165
MOPTI,DJENNE,KOUAKOUROU,KEWA,NOUH-BOZO,14.20051,-4.74657
MOPTI,DJENNE,KOUAKOUROU,KEWA,PORA-BOZO,14.20080,-4.52347
MOPTI,DJENNE,KOUAKOUROU,KEWA,PORA-NOUGOUNENTOYE,14.20115,-4.52980
MOPTI,DJENNE,KOUAKOUROU,KEWA,PORA-SOMONO,14.20056,-4.52326
MOPTI,DJENNE,KOUAKOUROU,KEWA,ROUNDE-BANA,14.21700,-4.74947
MOPTI,DJENNE,KOUAKOUROU,KEWA,TOUN,14.13338,-4.50974
MOPTI,DJENNE,KOUAKOUROU,KEWA,YONGHA-BOZO,14.13807,-4.57983
MOPTI,DJENNE,KOUAKOUROU,KEWA,YONGHA-PEULH,14.15678,-4.59227
KAYES,KAYES,KAYES,KHOULOUM,AOURO-DIALA,14.43115,-11.32304
KAYES,KAYES,KAYES,KHOULOUM,DOUSSOUKANE,14.45486,-11.39260
KAYES,KAYES,KAYES,KHOULOUM,GABOU-GOPELA,14.52469,-11.29904
KAYES,KAYES,KAYES,KHOULOUM,KERSINIANE,14.48558,-11.36462
KAYES,KAYES,KAYES,KHOULOUM,KOULOUM,14.45557,-11.37694
KAYES,KAYES,KAYES,KHOULOUM,LOUPROU,14.43200,-11.29316
KAYES,KAYES,KAYES,KHOULOUM,SABOUSSIRE-N^DI,14.43670,-11.34818
KAYES,KAYES,KAYES,KHOULOUM,SEGUE-PEULH,14.52656,-11.41168
KAYES,KAYES,KAYES,KHOULOUM,SOUTOUKOULE,14.45655,-11.40853
KIDAL,KIDAL,KIDAL,KIDAL,ACHEICK SIDI AMAR,18.40205,1.45908
KIDAL,KIDAL,KIDAL,KIDAL,ACKAKATLENE,18.43600,1.40843
KIDAL,KIDAL,KIDAL,KIDAL,ADAOULA,18.65757,1.40024
KIDAL,KIDAL,KIDAL,KIDAL,AGLITARMA,18.42207,1.19895
KIDAL,KIDAL,KIDAL,KIDAL,AHEL BAYE,18.39833,1.09931
KIDAL,KIDAL,KIDAL,KIDAL,AHEL KOUNTA,18.52992,1.43988
KIDAL,KIDAL,KIDAL,KIDAL,ALKANATA,18.59438,1.22105
KIDAL,KIDAL,KIDAL,KIDAL,CHAMANAMASSE,18.65006,1.21646
KIDAL,KIDAL,KIDAL,KIDAL,CHERIFAN,18.34701,1.49080
KIDAL,KIDAL,KIDAL,KIDAL,CHIBIL,18.41154,1.32762
KIDAL,KIDAL,KIDAL,KIDAL,DAG IN CHEICK,18.43840,1.21170
KIDAL,KIDAL,KIDAL,KIDAL,HARDANE,18.69600,1.51463
KIDAL,KIDAL,KIDAL,KIDAL,HARDANE,18.57328,1.20569
KIDAL,KIDAL,KIDAL,KIDAL,IBEBBETIENE,18.63569,1.25573
KIDAL,KIDAL,KIDAL,KIDAL,IBOHANANE,18.66718,1.30757
KIDAL,KIDAL,KIDAL,KIDAL,IBORILITENE,18.63904,1.45025
KIDAL,KIDAL,KIDAL,KIDAL,IDABAGATENE,18.32408,1.43928
KIDAL,KIDAL,KIDAL,KIDAL,IDEBAGATENE,18.45470,0.95270
KIDAL,KIDAL,KIDAL,KIDAL,IDNANE,18.20348,1.39598
KIDAL,KIDAL,KIDAL,KIDAL,IFARKASSENE,18.46355,1.17660
KIDAL,KIDAL,KIDAL,KIDAL,IFARRKASSANE,18.24037,1.50353
KIDAL,KIDAL,KIDAL,KIDAL,IFORAS,18.52794,1.48833
KIDAL,KIDAL,KIDAL,KIDAL,IFOURGOUMISSENE,18.34418,1.36071
KIDAL,KIDAL,KIDAL,KIDAL,IGDALENE,18.32018,1.06308
KIDAL,KIDAL,KIDAL,KIDAL,IGOLATENE,18.24577,1.52307
KIDAL,KIDAL,KIDAL,KIDAL,IHANAKATANE,18.40017,1.36326
KIDAL,KIDAL,KIDAL,KIDAL,IMAGAD,18.39486,1.35850
KIDAL,KIDAL,KIDAL,KIDAL,IMAGRANE,18.49716,1.39034
KIDAL,KIDAL,KIDAL,KIDAL,IMAKALKATENE,18.57473,1.26650
KIDAL,KIDAL,KIDAL,KIDAL,IMAZEKARANE,18.44026,1.37090
KIDAL,KIDAL,KIDAL,KIDAL,IMEZEKARANE,18.19435,1.40710
KIDAL,KIDAL,KIDAL,KIDAL,IMGAD KEL AHELOUAT,18.37969,1.11934
KIDAL,KIDAL,KIDAL,KIDAL,IMOUCHAGH,18.60689,1.43251
KIDAL,KIDAL,KIDAL,KIDAL,IMRAD,18.28257,1.44553
KIDAL,KIDAL,KIDAL,KIDAL,INHERENE,18.08822,1.48730
KIDAL,KIDAL,KIDAL,KIDAL,INTIBIZAZ,18.43715,1.21823
KIDAL,KIDAL,KIDAL,KIDAL,IRADIANATENE,18.44374,1.11730
KIDAL,KIDAL,KIDAL,KIDAL,IRAYAKANE,18.49109,1.30325
KIDAL,KIDAL,KIDAL,KIDAL,IZIGAGHAN,18.28206,1.39069
KIDAL,KIDAL,KIDAL,KIDAL,KALTALMAYE,18.68516,1.51970
KIDAL,KIDAL,KIDAL,KIDAL,KARSASSOTANE,18.26532,1.70280
KIDAL,KIDAL,KIDAL,KIDAL,KEL AHILOUAT,18.76231,1.38856
KIDAL,KIDAL,KIDAL,KIDAL,KEL BARDAG,18.27000,1.29717
KIDAL,KIDAL,KIDAL,KIDAL,KEL EDJENE,18.43509,1.11880
KIDAL,KIDAL,KIDAL,KIDAL,KEL EDJERRE,18.51969,1.54672
KIDAL,KIDAL,KIDAL,KIDAL,KEL EFFELE,18.27211,1.10150
KIDAL,KIDAL,KIDAL,KIDAL,KEL ESSOUK,18.36278,1.29754
KIDAL,KIDAL,KIDAL,KIDAL,KEL FORGERON,18.69624,1.52741
KIDAL,KIDAL,KIDAL,KIDAL,KEL GALA,18.05946,1.34204
KIDAL,KIDAL,KIDAL,KIDAL,KEL IKET,18.40733,1.36220
KIDAL,KIDAL,KIDAL,KIDAL,KEL ILWATT,18.24069,1.29592
KIDAL,KIDAL,KIDAL,KIDAL,KEL RELLA,18.58864,1.42509
KIDAL,KIDAL,KIDAL,KIDAL,KEL RELLA,18.43710,1.24312
KIDAL,KIDAL,KIDAL,KIDAL,KEL TAKOUMET,18.61844,1.65079
KIDAL,KIDAL,KIDAL,KIDAL,KEL TALGHATRAT,18.50383,0.96121
KIDAL,KIDAL,KIDAL,KIDAL,KEL TALWAT,18.11698,1.30954
KIDAL,KIDAL,KIDAL,KIDAL,KEL TAOUTENE,18.33838,1.23230
KIDAL,KIDAL,KIDAL,KIDAL,KEL TARLIT,18.57041,1.55629
KIDAL,KIDAL,KIDAL,KIDAL,KEL TELABIT,18.44795,1.41953
KIDAL,KIDAL,KIDAL,KIDAL,KEL TESSALIT,18.41685,1.54652
KIDAL,KIDAL,KIDAL,KIDAL,KEL TIGABATENE,18.50207,1.75363
KIDAL,KIDAL,KIDAL,KIDAL,KEL TOMBOUCTOU,18.19019,1.54660
KIDAL,KIDAL,KIDAL,KIDAL,KIDAL -VILLE,18.43704,1.39421
KIDAL,KIDAL,KIDAL,KIDAL,LASSAR,18.58341,1.20018
KIDAL,KIDAL,KIDAL,KIDAL,TADMART,18.49583,1.38905
KIDAL,KIDAL,KIDAL,KIDAL,TAITOCK,18.27243,1.54165
KIDAL,KIDAL,KIDAL,KIDAL,TALKAST,18.40824,1.35821
KIDAL,KIDAL,KIDAL,KIDAL,TARAGAZA,18.38917,1.34816
KIDAL,KIDAL,KIDAL,KIDAL,TARKAT MALLET,18.48496,1.20415
KIDAL,KIDAL,KIDAL,KIDAL,TECHRERAT,18.56649,1.31208
KIDAL,KIDAL,KIDAL,KIDAL,TECHRERAT KEL TELABIT,18.15091,1.59447
KIDAL,KIDAL,KIDAL,KIDAL,TELENGUEST,18.55199,1.40390
KIDAL,KIDAL,KIDAL,KIDAL,TELGUTRAT,18.48069,1.68064
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,FAKONI,12.42594,-4.97597
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,KALEDOUGOU,12.58584,-4.87767
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,KIFFOSSO 1,12.50307,-4.89686
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,KIFFOSSO 2,12.50218,-4.89783
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,LEBOSSO,12.43667,-4.95782
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,LOPEGUE,12.50038,-4.82515
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,LOUPEGUE,12.50000,-4.83306
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,MAKONGO,12.55723,-4.84591
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,OUDIO,12.42052,-4.95707
SIKASSO,YOROSSO,YOROSSO,KIFFOSSO 1,WOLO,12.58526,-4.86412
SIKASSO,SIKASSO,KIGNAN,KIGNAN,BOUKARILA,12.00645,-6.11042
SIKASSO,SIKASSO,KIGNAN,KIGNAN,DIANA-TIENOU,12.02343,-6.14602
SIKASSO,SIKASSO,KIGNAN,KIGNAN,DJOFOLOBOUGOU,11.92190,-5.96463
SIKASSO,SIKASSO,KIGNAN,KIGNAN,FONSEBOUGOU,11.88500,-6.14014
SIKASSO,SIKASSO,KIGNAN,KIGNAN,KEREMEKORO,11.80412,-6.02818
SIKASSO,SIKASSO,KIGNAN,KIGNAN,KIGNAN,11.85119,-6.00813
SIKASSO,SIKASSO,KIGNAN,KIGNAN,KOSSOUROUNA,11.93585,-5.99403
SIKASSO,SIKASSO,KIGNAN,KIGNAN,KOUMBALA,11.90164,-5.97751
SIKASSO,SIKASSO,KIGNAN,KIGNAN,KOUNA,11.80306,-5.96483
SIKASSO,SIKASSO,KIGNAN,KIGNAN,MISSALA,11.97146,-6.00900
SIKASSO,SIKASSO,KIGNAN,KIGNAN,MORILA-FONSEBOUGOU,11.90437,-6.14417
SIKASSO,SIKASSO,KIGNAN,KIGNAN,NGANA,11.90520,-6.04002
SIKASSO,SIKASSO,KIGNAN,KIGNAN,SONFLABOUGOU,11.98576,-5.97790
