REGION,CERCLE,ARRONDISSSEMENT,COMMUNE,VILLAGE,LAT,LONG
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,ABEIBARA,19.30000,1.83388
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,ALGERIE,19.71600,1.60271
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,IDNAN,19.45059,1.82956
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,IRA DIANATENE,19.74225,1.66692
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,KEL EZARER,19.45430,1.75416
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,KEL GALA,19.70868,1.88043
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,KEL KELA,19.77282,1.54159
KIDAL,ABEIBARA,ABEIBARA,ABEIBARA,KOUNTA,19.73263,1.67257
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,ADARMALLENE,16.65875,-4.19682
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,GOUMSAGO ET TINESSANI,16.65156,-4.14553
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,INATABEN,16.63759,-4.26275
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,INATABENE -KEL -ALPHAO,16.63034,-4.26397
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,ISSINSA,16.61989,-4.33179
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,TADJIDJIT,16.61803,-4.30825
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,TOURCHACHAMBOU,16.64939,-4.12914
TOMBOUCTOU,GOUNDAM,GARGANDO,ADARMALANE,ZIN-ZIN,16.61219,-4.36268
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,ACHERIFAN,19.46700,0.87111
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,AGUEL-HOC SEDENTAIRES,19.46700,0.87025
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,BOUREM,19.46700,0.87294
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,CHAMANAMAS,19.46700,0.87142
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,FORGERON,19.05043,0.62800
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,FORGERON,18.78310,0.48031
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IBILBITIENE,19.46700,0.87208
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IBOHANANE,19.05961,0.95570
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IBOTANAT,19.00093,0.40840
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IDABAGATENE,19.03135,0.77011
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IDABAILALENE,19.07169,0.64271
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IDNANE,18.93183,0.70864
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IDOURAG,18.82974,0.49349
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IFORAS KEL ABALEEK,18.94696,0.71755
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IGDALENE,18.87493,0.38039
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IMAKALKALNE,18.90985,0.86424
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IMRAD KEL TALABOT,18.89082,0.75761
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IMRAD WIN ELEWIDZE,19.04868,0.59398
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,INHERANE,18.92616,0.81125
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IRAGANATENE,18.89230,0.69584
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,IZZIGARENE,18.94402,0.85314
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL  RALA TADJMART,19.11332,0.53459
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL  TOMBOUCTOU,19.07791,0.60278
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL ABALECK,18.69012,0.76252
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL AGACHAR,19.06019,0.68088
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL AIBALA,18.95521,0.36128
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL ALLEWAT,19.15406,0.74953
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL BABA SIDI MOUCTAR,18.90890,0.64469
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL BADY,18.80976,0.63759
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL BELLA,19.00754,0.98202
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL CHEICK SIDAGMAR,19.15350,0.72067
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL DIARENE,18.98280,0.72455
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL EFFELE,19.03995,0.44001
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL ESSOUK,19.25859,0.49649
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL FELLO  IDABAILALENE,18.88047,0.40233
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL GUETRAT,19.18889,0.81915
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL INSAR,19.21798,0.94954
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL RELLA TIBAGATENE,18.90978,0.73673
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL RELLA TIDJARIRINE WIN ATLA,18.81019,0.81035
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL TAIGACHATT,18.71864,0.70710
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL TERGERECH,19.04445,0.66584
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL TERGUETCH,19.12320,0.49581
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL TIGARENE,18.73498,0.42379
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KEL TIN ESSAKO,19.19386,0.37430
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,KOUNTA,19.00525,0.80250
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,MALLAD MOULOUK,19.09196,0.95304
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,OULD MALOUK,19.08221,0.57487
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,TAGAT MALAT,18.88598,0.79092
KIDAL,TESSALIT,AGUEL-HOC,ADJELHOC,TAITOCK BINTOU,18.98988,0.67571
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,AGOUNI,17.05200,-2.97364
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,ARAOUANE,18.90550,-3.52611
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,ARAWANE,18.90192,-3.54065
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,BADJENDE,16.77754,-2.99429
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,BELLA-FARADI,16.77280,-2.99713
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DAG TOULA,22.28166,-5.08634
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DAG-ABAZANGA 1,22.70952,-3.32172
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DAG-ABAZANGA 2,21.52415,-3.72531
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DAG-ALAL,21.30782,-3.91548
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DAG-BODEL,23.01858,-3.85365
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DAG-HAMZANE,22.05958,-3.11900
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DJEGUELIA,21.85917,-3.11069
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,DJINGAREYE-BER,16.77751,-2.99853
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,EL WINDI HIJ,21.55257,-3.62456
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,HONDOU BOMO KAINA,16.66771,-2.95782
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,IKOUNEDANE,20.81314,-3.40329
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,ILLEMEDES-INKARANE,21.95569,-3.58009
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,ILOA,16.65675,-2.89624
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,ISSAFAYE-DOUEKIRE,16.64115,-3.17425
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,KABARA,16.77090,-2.99311
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,KEL-TEGOUNTENE,22.26234,-3.50277
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,KEL-TINAGUELHAJ,20.88289,-3.58107
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,KOULOUTANE-HAOUSSA,21.83557,-3.23058
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,SANKORE,16.76944,-2.99539
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,SAREIKAINA,16.77519,-2.99855
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,TEDEYNE,22.90937,-3.76053
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,TELLEMEDES 1,21.66593,-3.12091
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,TELLEMEDES 2 ET TOYA,22.06927,-4.74229
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,TINE FEWATT,20.97269,-4.16727
TOMBOUCTOU,TOMBOUCTOU,TOMBOUCTOU,ALAFIA,TOGGA,20.84456,-4.20187
KOULIKORO,NARA,BALLE,ALLAHINA,ALLAHINA,15.23865,-8.72628
KOULIKORO,NARA,BALLE,ALLAHINA,BANDIOUGOUBOUGOU,15.22289,-8.71140
KOULIKORO,NARA,BALLE,ALLAHINA,DIALA,15.20958,-8.77572
KOULIKORO,NARA,BALLE,ALLAHINA,DIORONE,15.08930,-8.72536
KOULIKORO,NARA,BALLE,ALLAHINA,DJIGUIBOUGOU,15.26887,-8.72949
KOULIKORO,NARA,BALLE,ALLAHINA,DRONKATI,15.22217,-8.71022
KOULIKORO,NARA,BALLE,ALLAHINA,GUIMBATTI,15.26811,-8.65816
KOULIKORO,NARA,BALLE,ALLAHINA,KEROUANE,15.17439,-8.72936
TOMBOUCTOU,GOUNDAM,TILEMSI,ALZOUNOUB,M'ZERIG,16.53420,-5.52322
GAO,GAO,DJEBOCK,ANCHAWADJ,ABOUCOUL,17.16684,0.71887
GAO,GAO,DJEBOCK,ANCHAWADJ,ACHARIFAN,17.30723,0.73886
GAO,GAO,DJEBOCK,ANCHAWADJ,AHAYA,17.01532,0.81513
GAO,GAO,DJEBOCK,ANCHAWADJ,AHEL ABIDINE,17.37829,0.79835
GAO,GAO,DJEBOCK,ANCHAWADJ,AHEL BAYE,17.08742,0.84744
GAO,GAO,DJEBOCK,ANCHAWADJ,AHEL SIDALAMANE,16.68860,1.01474
GAO,GAO,DJEBOCK,ANCHAWADJ,AHEL SIDI AL BAKAI,17.06147,0.87371
GAO,GAO,DJEBOCK,ANCHAWADJ,AHEL SIDI BABA,17.14478,0.84675
GAO,GAO,DJEBOCK,ANCHAWADJ,AHEL SIDI BABA HAMAD,17.09233,1.27532
GAO,GAO,DJEBOCK,ANCHAWADJ,AL ASWAIDY,17.25151,0.92845
GAO,GAO,DJEBOCK,ANCHAWADJ,ALGOLLELA,17.37947,0.80957
GAO,GAO,DJEBOCK,ANCHAWADJ,ALKANATA,16.91282,0.54046
GAO,GAO,DJEBOCK,ANCHAWADJ,ALMOUCHARA,17.09768,0.84271
GAO,GAO,DJEBOCK,ANCHAWADJ,ARABE,16.77076,0.66914
GAO,GAO,DJEBOCK,ANCHAWADJ,ARAGADA,17.32814,1.08529
GAO,GAO,DJEBOCK,ANCHAWADJ,ATORCHANE,17.24107,1.12015
GAO,GAO,DJEBOCK,ANCHAWADJ,CHERIFFEN GOURMA,16.68809,0.98077
GAO,GAO,DJEBOCK,ANCHAWADJ,CHERIFFEN HAOUSSA,17.02391,0.88602
GAO,GAO,DJEBOCK,ANCHAWADJ,DABAKKAR,17.51753,0.79924
GAO,GAO,DJEBOCK,ANCHAWADJ,DAGA CHEICK,17.08028,0.85660
GAO,GAO,DJEBOCK,ANCHAWADJ,DAOUSSAK,17.08951,0.91229
GAO,GAO,DJEBOCK,ANCHAWADJ,DJEBOCK,16.34600,0.29010
GAO,GAO,DJEBOCK,ANCHAWADJ,EL BADY,17.09460,0.86335
GAO,GAO,DJEBOCK,ANCHAWADJ,EMININE,16.76357,1.11516
GAO,GAO,DJEBOCK,ANCHAWADJ,FORGERON,17.11083,0.75482
GAO,GAO,DJEBOCK,ANCHAWADJ,FORGHO-SONRHAI,16.96768,0.45912
GAO,GAO,DJEBOCK,ANCHAWADJ,HAL SIDI HAYBALA,16.75194,0.64001
GAO,GAO,DJEBOCK,ANCHAWADJ,IBOGOHTANE KEL TANBANGOT,17.21334,0.95570
GAO,GAO,DJEBOCK,ANCHAWADJ,IBOGOLITANE INOUILLI,17.15200,0.76580
GAO,GAO,DJEBOCK,ANCHAWADJ,IBOHANANE,16.88757,1.03891
GAO,GAO,DJEBOCK,ANCHAWADJ,ICHADENHARENE,17.04672,0.77464
GAO,GAO,DJEBOCK,ANCHAWADJ,ICHARAMATANE,17.38499,1.14688
GAO,GAO,DJEBOCK,ANCHAWADJ,IDAWAD,17.13220,0.63392
GAO,GAO,DJEBOCK,ANCHAWADJ,IDNANE,17.21000,0.76773
GAO,GAO,DJEBOCK,ANCHAWADJ,IDOURFANE,17.00981,0.94375
GAO,GAO,DJEBOCK,ANCHAWADJ,IFAGANE,17.46121,0.95213
GAO,GAO,DJEBOCK,ANCHAWADJ,IFOGAS,17.22520,0.98881
GAO,GAO,DJEBOCK,ANCHAWADJ,IGANAGASSANE II,16.96930,0.85746
GAO,GAO,DJEBOCK,ANCHAWADJ,IGANAGUISSANE,17.15963,0.90650
GAO,GAO,DJEBOCK,ANCHAWADJ,IGORASENE,16.79461,0.64280
GAO,GAO,DJEBOCK,ANCHAWADJ,IGUIRBAYANE,17.14220,0.87194
GAO,GAO,DJEBOCK,ANCHAWADJ,IHARDANANE,17.10280,0.76065
GAO,GAO,DJEBOCK,ANCHAWADJ,IKEFOULANE,17.08987,0.96930
GAO,GAO,DJEBOCK,ANCHAWADJ,ILOKANE SAMIT,17.23946,0.77743
GAO,GAO,DJEBOCK,ANCHAWADJ,IMADO -DIVERS,17.14881,0.85625
GAO,GAO,DJEBOCK,ANCHAWADJ,IMAGADE,17.01463,0.81660
GAO,GAO,DJEBOCK,ANCHAWADJ,IMAGRANE TACHI,16.98050,0.47045
GAO,GAO,DJEBOCK,ANCHAWADJ,IMAKARDA,17.22727,0.74100
GAO,GAO,DJEBOCK,ANCHAWADJ,IMAZITANE,17.39864,1.00216
GAO,GAO,DJEBOCK,ANCHAWADJ,IMENAS         1,16.32332,0.72696
GAO,GAO,DJEBOCK,ANCHAWADJ,IMIDIDAGANE 1,16.77173,1.07255
GAO,GAO,DJEBOCK,ANCHAWADJ,IMIDIDAGANE 2,16.83051,0.82317
GAO,GAO,DJEBOCK,ANCHAWADJ,IMITICHA,17.08099,0.90476
GAO,GAO,DJEBOCK,ANCHAWADJ,IMNAGUIL       1,17.10654,0.95805
GAO,GAO,DJEBOCK,ANCHAWADJ,IMRAD,17.31448,0.72568
GAO,GAO,DJEBOCK,ANCHAWADJ,INAHADANE,17.28946,0.91174
GAO,GAO,DJEBOCK,ANCHAWADJ,INAHARANE,17.06724,0.68797
GAO,GAO,DJEBOCK,ANCHAWADJ,INAKATANE I,17.22780,0.90284
GAO,GAO,DJEBOCK,ANCHAWADJ,IRANASSANE 1,17.05170,0.89031
GAO,GAO,DJEBOCK,ANCHAWADJ,IRANASSANE 2,16.80000,0.88070
GAO,GAO,DJEBOCK,ANCHAWADJ,IRAWELENE,17.04951,1.29868
GAO,GAO,DJEBOCK,ANCHAWADJ,KALAMDALISSE,16.95095,0.88441
GAO,GAO,DJEBOCK,ANCHAWADJ,KALESSANE,17.08686,0.84832
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL AMASSINE,17.40580,0.85545
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL BARDAG 1,17.08750,0.84600
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL BARDAG 2,17.17709,0.95862
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL BELLA,17.04870,0.89303
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL IAFOULANE,17.11215,0.94787
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL TABAHOTANATE,17.11229,0.83278
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL TABORACK,17.36716,1.10472
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL TAGALALT,16.76780,0.90530
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL TAGUEDIT,17.50594,0.96466
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL TALBIT,16.95160,0.52708
GAO,GAO,DJEBOCK,ANCHAWADJ,KEL TALLOUNENE,17.05318,1.07838
GAO,GAO,DJEBOCK,ANCHAWADJ,KOUNTA,17.28950,0.80144
GAO,GAO,DJEBOCK,ANCHAWADJ,LAMHAR,16.68957,1.02956
GAO,GAO,DJEBOCK,ANCHAWADJ,LAMSADFA,17.29225,0.95743
GAO,GAO,DJEBOCK,ANCHAWADJ,MADCHOUF,17.12519,0.66479
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD AYLAND ET AHEL NBARECK,17.11997,0.76570
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD BABA AMAR,17.04007,0.76881
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD BABA OULD ACHEICK,17.05081,0.83529
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD BAGLY,17.18402,0.76315
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD BASBACHE,17.19620,1.03189
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD EL WAFFI,17.03957,0.84289
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD MALOUK,16.68323,0.99917
GAO,GAO,DJEBOCK,ANCHAWADJ,OULAD SIDI AL MOCTAR,16.79690,0.90534
GAO,GAO,DJEBOCK,ANCHAWADJ,OULADMYA,16.77980,1.09551
GAO,GAO,DJEBOCK,ANCHAWADJ,SONRAI,17.22380,1.07509
GAO,GAO,DJEBOCK,ANCHAWADJ,TAITOCK ET DAG-EKLANE,17.15792,0.77462
GAO,GAO,DJEBOCK,ANCHAWADJ,TARGUIGUIT CHAGARAT,16.83205,1.12637
GAO,GAO,DJEBOCK,ANCHAWADJ,TARKAIBA,17.00981,0.92835
GAO,GAO,DJEBOCK,ANCHAWADJ,TIMOUKOUTATENE,16.35450,0.31872
GAO,GAO,DJEBOCK,ANCHAWADJ,ZADIKA CERIFFEN,17.05714,1.03188
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,ANDERAMBOUKANE,15.42639,3.02070
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,DABACAR,15.80258,3.06485
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,ECHELL,16.00807,3.75915
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,HAOUSSA,15.90908,3.36755
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,IBAHAWANE,15.82603,3.42898
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,ICHERIFAN,15.92645,3.34816
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,ICHIDINEHARENE,15.85280,3.58101
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,IDARAGAGANE,15.89242,3.30673
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,IDNANE,15.87997,3.33070
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,IGUERESSOUANE,15.67374,3.22736
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,IMAGRANE,15.72568,3.60152
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL AGADECHE,15.60564,3.42790
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL AZAR,15.79403,3.02990
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL EGADECHE,15.99013,3.39724
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL TABONANTE BELLAH,15.64319,3.30889
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL TAITOF,15.79208,3.73777
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL TAWATT,15.83389,3.50877
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL-ESSOUK     1,15.96613,3.51442
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL-ESSOUK     2,15.76335,3.09448
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,KEL-GAYOK,15.87896,3.32204
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,PEULH,15.94779,3.34780
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TABAHO         2,15.89702,3.33241
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TAGASSASSANTE,15.60370,3.18391
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TAMALETT,15.80266,3.71992
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TAMIZGUIDA,15.71192,3.29523
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TAMIZGUIDA-BELLAH,15.94484,3.47513
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TAMZGUIDA IMAJORENE,15.73016,3.26766
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TARABANASSA,15.58393,3.28894
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TARAGAIT TAMOUT,15.85811,3.52858
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TARAGAITAMOUT-WEN ADAR,15.60878,3.55608
GAO,MENAKA,ANDERABOUKANE,ANDERAMBOUKANE,TEGASSET,15.83520,3.39041
KIDAL,KIDAL,ANNEFIS,ANEFIF,AHEL BOHAMIYA,18.09347,0.44808
KIDAL,KIDAL,ANNEFIS,ANEFIF,ANEFIS,18.02091,0.45868
KIDAL,KIDAL,ANNEFIS,ANEFIF,EDAROUACHE,18.31439,0.97078
GAO,ANSONGO,ANSONGO,ANSONGO,ANSONGO,15.66990,0.50520
GAO,ANSONGO,ANSONGO,ANSONGO,BADJI-HAOUSSA,15.68661,0.50154
GAO,ANSONGO,ANSONGO,ANSONGO,MONZONGA,15.72468,0.47658
GAO,ANSONGO,ANSONGO,ANSONGO,SEYNA-BELLAH,15.62170,0.50784
GAO,ANSONGO,ANSONGO,ANSONGO,SEYNA-SONRHAI,15.60530,0.48600
TOMBOUCTOU,DIRE,DIRE,ARHAM,ARHAM,16.38890,-3.35937
TOMBOUCTOU,DIRE,DIRE,ARHAM,DAIWATOU,16.33704,-3.41259
TOMBOUCTOU,DIRE,DIRE,ARHAM,FINDOU KAINA,16.35572,-3.46242
TOMBOUCTOU,DIRE,DIRE,ARHAM,KOIGOUR,16.34190,-3.39699
TOMBOUCTOU,DIRE,DIRE,ARHAM,MORIKOIRA,16.35048,-3.42353
KAYES,KITA,KITA,BADIA,BORO,12.88446,-9.34704
KAYES,KITA,KITA,BADIA,DAFELA,12.97262,-9.39740
KAYES,KITA,KITA,BADIA,GOLOBILADJI,12.91849,-9.39403
KAYES,KITA,KITA,BADIA,GOUMBANKO,12.95724,-9.44447
KAYES,KITA,KITA,BADIA,MAKANA-BAMBARA,12.95655,-9.35809
KAYES,KITA,KITA,BADIA,MAKANA-BIRGO,12.95443,-9.36359
KAYES,KITA,KITA,BADIA,SANANFARA,12.98308,-9.43290
KAYES,KITA,KITA,BADIA,TOUMBOUMBA,13.02452,-9.34979
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,BABOROTO,13.80581,-10.81119
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,BAFOULABE,13.80404,-10.82855
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,BAFOULABE,13.80404,-10.82855
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,BAKOYE,13.82341,-10.81593
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DABADIOUBE,13.78599,-10.72893
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DAR-SALAM,14.10043,-10.76349
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DIABESSAMOU,13.96667,-10.75000
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DIMBATOUMANIA,14.06856,-10.82822
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DIPARY,13.84117,-11.01576
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DOUNA,13.79018,-10.77569
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,DRAMETOU,13.84121,-10.74397
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,FARAKO,14.03478,-10.83033
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,GANGANTAN,13.99226,-10.74262
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,GANGONTRY,14.07271,-10.92926
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,KARAGA,14.08683,-10.79071
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,KARAMOKOBOUGOU,13.82411,-10.90893
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,KASSODAMBA,13.79230,-10.74770
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,KENIEKENIEKO,13.77291,-10.69114
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,KOLINGUEMOU,14.01880,-10.86194
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,MADIBAYA,13.95042,-10.74722
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,SEGALA,13.97395,-10.79120
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,SEKETO,13.89153,-10.64419
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,SEKOTO,13.90000,-10.65000
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,SELINKEGNY,14.10868,-10.77759
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,SITAKOUNADY,13.90545,-10.71556
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,SORLA,13.97024,-10.74526
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,TALARY,13.79238,-10.96436
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,TAMBALADOUNKA,13.95461,-10.82700
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,TANKOMBELE,13.83626,-10.54293
KAYES,BAFOULABE,BAFOULABE,BAFOULABE,TINTILA,13.82671,-10.82954
